date,open,high,low,close,volume,turnover
2015/11/12,7540.0,7570.0,7391.0,7519.0,7645.0,11440377560.0
2015/11/13,7476.6,7523.4,7330.0,7468.0,7923.0,11779014320.0
2015/11/16,7345.0,7670.2,7345.0,7638.0,7723.0,11585414200.0
2015/11/17,7660.0,7788.2,7500.8,7547.6,7544.0,11573492280.0
2015/11/18,7557.8,7655.6,7466.0,7499.0,5941.0,8990910680.0
2015/11/19,7227.0,7459.0,7208.6,7435.6,7685.0,11243106120.0
2015/11/20,7439.0,7540.4,7388.8,7442.6,9007.0,13417872720.0
2015/11/23,7400.2,7575.2,7338.8,7356.6,9003.0,13407850960.0
2015/11/24,7350.6,7488.6,7312.6,7471.0,8658.0,12803606920.0
2015/11/25,7478.8,7636.8,7452.6,7631.0,8171.0,12326608400.0
2015/11/26,7646.6,7671.0,7530.0,7531.8,7986.0,12140400840.0
2015/11/27,7540.2,7559.4,6931.0,7092.6,11342.0,16624566080.0
2015/11/30,7092.6,7199.0,6922.0,7118.2,11040.0,15615333640.0
2015/12/01,7125.6,7267.0,7043.0,7137.6,10169.0,14550791840.0
2015/12/02,7143.2,7293.2,6951.0,7280.2,12101.0,17199632560.0
2015/12/03,7252.2,7407.6,7221.2,7377.8,9758.0,14262567360.0
2015/12/04,7307.0,7387.2,7222.0,7315.8,8667.0,12676179840.0
2015/12/07,7346.0,7437.0,7251.2,7339.4,8792.0,12916848040.0
2015/12/08,7311.0,7315.4,7166.6,7230.0,8842.0,12798749000.0
2015/12/09,7231.0,7280.4,7151.0,7212.0,8429.0,12169918080.0
2015/12/10,7195.0,7330.0,7151.8,7170.0,9567.0,13885400040.0
2015/12/11,7189.0,7269.0,7121.0,7227.4,8567.0,12319415000.0
2015/12/14,7167.0,7429.8,7165.0,7422.0,9189.0,13378111280.0
2015/12/15,7403.0,7500.4,7395.0,7446.0,6822.0,10177978960.0
2015/12/16,7468.8,7570.8,7462.2,7492.6,6024.0,9052150160.0
2015/12/17,7529.0,7713.8,7513.8,7693.6,5077.0,7756505400.0
2015/12/18,7450.0,7488.2,7380.8,7487.6,7874.0,11720128960.0
2015/12/21,7468.4,7612.6,7434.4,7585.0,7880.0,11848043400.0
2015/12/22,7604.6,7660.0,7528.8,7650.0,7211.0,10957234120.0
2015/12/23,7661.4,7666.8,7511.2,7516.4,7931.0,12039704640.0
2015/12/24,7532.6,7571.0,7405.8,7533.4,7879.0,11798950400.0
2015/12/25,7552.6,7603.2,7503.0,7595.8,6734.0,10171626680.0
2015/12/28,7546.0,7619.8,7295.2,7305.0,8527.0,12759227720.0
2015/12/29,7333.2,7437.4,7285.0,7418.2,8751.0,12853718640.0
2015/12/30,7442.0,7543.0,7411.2,7511.4,7661.0,11456141560.0
2015/12/31,7529.0,7553.0,7338.0,7349.0,8521.0,12686909080.0
2016/01/04,7350.0,7364.8,6881.2,6881.2,5957.0,8507230600.0
2016/01/05,6650.0,6880.0,6650.0,6699.0,10206.0,13738481160.0
2016/01/06,6749.0,6870.0,6701.0,6814.4,9565.0,12999085600.0
2016/01/07,6745.8,6745.8,6360.0,6360.0,2196.0,2904163760.0
2016/01/08,6520.0,6588.8,6150.0,6399.8,10654.0,13675126960.0
2016/01/11,6248.8,6396.8,5929.8,5940.4,11236.0,13985136320.0
2016/01/12,6040.2,6167.2,5961.0,6074.8,11013.0,13386503240.0
2016/01/13,6126.4,6210.0,5849.4,5904.4,10420.0,12647045920.0
2016/01/14,5735.0,6109.8,5723.0,6078.0,8896.0,10467940040.0
2016/01/15,5782.2,5846.0,5486.8,5570.0,10971.0,12446793120.0
2016/01/18,5555.8,5810.0,5543.2,5695.2,12537.0,14293029920.0
2016/01/19,5721.2,5968.6,5700.0,5928.8,11821.0,13779956320.0
2016/01/20,5876.0,5964.4,5801.0,5835.0,11388.0,13395204000.0
2016/01/21,5849.8,5990.0,5655.0,5679.0,13357.0,15594786600.0
2016/01/22,5780.0,5836.0,5615.8,5779.8,12855.0,14735097960.0
2016/01/25,5815.2,5912.0,5750.6,5800.0,10339.0,12059849360.0
2016/01/26,5750.0,5767.8,5370.8,5401.2,12248.0,13771543320.0
2016/01/27,5450.0,5456.8,5112.2,5280.4,14261.0,15085773800.0
2016/01/28,5250.0,5346.4,5132.0,5155.0,11986.0,12614543200.0
2016/01/29,5177.0,5421.0,5160.2,5329.8,13534.0,14354379400.0
2016/02/01,5339.0,5394.4,5212.6,5323.0,11210.0,11936935560.0
2016/02/02,5334.0,5546.8,5330.8,5523.6,11870.0,12979761800.0
2016/02/03,5470.0,5584.0,5411.0,5556.8,11301.0,12380874960.0
2016/02/04,5600.0,5719.2,5600.0,5695.0,11228.0,12713031360.0
2016/02/05,5683.0,5708.8,5611.0,5617.0,8330.0,9440510680.0
2016/02/15,5531.8,5675.0,5461.0,5651.4,9579.0,10671938520.0
2016/02/16,5689.0,5908.0,5681.0,5881.0,9115.0,10607452560.0
2016/02/17,5870.0,5969.0,5836.0,5947.0,7984.0,9418526800.0
2016/02/18,5807.0,5857.0,5742.6,5746.0,9806.0,11351468600.0
2016/02/19,5737.0,5836.2,5722.4,5767.8,11752.0,13568732040.0
2016/02/22,5815.2,5924.8,5803.6,5869.2,12135.0,14230077600.0
2016/02/23,5861.2,5885.6,5760.0,5845.0,11641.0,13560297720.0
2016/02/24,5828.8,5922.6,5720.0,5881.8,14074.0,16381609760.0
2016/02/25,5880.8,5898.6,5300.0,5361.0,16289.0,18364937480.0
2016/02/26,5433.6,5496.8,5333.0,5417.8,14435.0,15694201160.0
2016/02/29,5399.8,5407.8,5036.0,5075.2,16685.0,17267384120.0
2016/03/01,5075.6,5288.0,5072.6,5227.4,16946.0,17531863000.0
2016/03/02,5260.2,5625.0,5251.2,5587.8,17043.0,18492193480.0
2016/03/03,5588.0,5736.0,5582.0,5603.8,15720.0,17799351400.0
2016/03/04,5603.8,5671.0,5383.0,5452.0,17931.0,19866322440.0
2016/03/07,5567.0,5717.6,5515.8,5595.0,15686.0,17665217560.0
2016/03/08,5511.0,5677.0,5365.0,5661.0,17416.0,19227275320.0
2016/03/09,5551.8,5607.0,5461.0,5500.0,14368.0,15911190760.0
2016/03/10,5548.0,5598.8,5371.0,5396.0,15160.0,16647059920.0
2016/03/11,5351.0,5478.6,5321.0,5413.2,14291.0,15447846560.0
2016/03/14,5560.0,5738.0,5515.4,5629.6,15660.0,17680927960.0
2016/03/15,5627.0,5678.8,5571.4,5608.0,12151.0,13668031800.0
2016/03/16,5700.0,5711.0,5482.8,5565.4,12799.0,14289232720.0
2016/03/17,5602.2,5796.8,5561.2,5760.0,10005.0,11339041840.0
2016/03/18,5612.0,5847.0,5603.0,5799.6,16417.0,18863846360.0
2016/03/21,5870.4,5957.0,5845.2,5929.8,14424.0,17021225920.0
2016/03/22,5881.6,5989.8,5865.4,5921.6,12716.0,15066817320.0
2016/03/23,5920.0,5975.6,5868.4,5949.2,13235.0,15691889640.0
2016/03/24,5900.8,5963.2,5832.2,5843.4,17212.0,20290157680.0
2016/03/25,5860.0,5945.0,5845.4,5910.4,13715.0,16160396760.0
2016/03/28,5965.6,6065.0,5838.0,5857.0,15579.0,18602363240.0
2016/03/29,5860.2,5884.4,5720.0,5788.8,16820.0,19501744000.0
2016/03/30,5868.0,6033.6,5827.0,6020.8,16645.0,19679272960.0
2016/03/31,6033.2,6085.2,6013.8,6020.0,14844.0,17956963840.0
2016/04/01,6000.4,6030.0,5863.2,6028.0,16667.0,19867784760.0
2016/04/05,6006.0,6240.8,5993.6,6190.4,16082.0,19686029560.0
2016/04/06,6190.4,6237.6,6172.0,6223.4,12384.0,15361261280.0
2016/04/07,6248.4,6284.4,6139.6,6156.0,15000.0,18591838680.0
2016/04/08,6138.2,6138.2,6030.2,6114.2,15056.0,18321451080.0
2016/04/11,6170.0,6316.2,6170.0,6237.0,14493.0,18127808160.0
2016/04/12,6230.0,6266.4,6140.8,6239.8,14188.0,17583774840.0
2016/04/13,6300.0,6427.8,6283.6,6306.0,14248.0,18129553640.0
2016/04/14,6366.0,6385.8,6316.0,6381.2,8451.0,10744104160.0
2016/04/15,6225.0,6238.8,6147.0,6214.6,13187.0,16311829360.0
2016/04/18,6152.0,6160.0,6026.0,6093.2,14073.0,17113280280.0
2016/04/19,6160.2,6174.2,6056.2,6102.6,13211.0,16119892000.0
2016/04/20,6148.8,6161.8,5721.2,5791.2,17516.0,20812029880.0
2016/04/21,5800.4,5916.0,5767.0,5788.4,14947.0,17455531240.0
2016/04/22,5741.0,5850.0,5727.8,5850.0,14142.0,16392859840.0
2016/04/25,5808.8,5824.2,5686.6,5815.4,14091.0,16252118920.0
2016/04/26,5825.6,5896.8,5765.6,5885.0,14340.0,16731919560.0
2016/04/27,5897.6,5934.4,5834.0,5865.8,13355.0,15699507520.0
2016/04/28,5881.4,5884.8,5725.4,5833.0,15156.0,17597850440.0
2016/04/29,5809.8,5890.0,5798.0,5844.8,13060.0,15282435480.0
2016/05/03,5863.0,6090.0,5800.6,6085.0,15722.0,18780622600.0
2016/05/04,6060.0,6110.0,6040.0,6062.8,11968.0,14523877800.0
2016/05/05,6053.8,6138.0,6042.0,6132.8,12362.0,15034661920.0
2016/05/06,6111.0,6156.4,5883.0,5887.8,16908.0,20335519480.0
2016/05/09,5830.0,5837.0,5633.2,5652.8,15386.0,17623924560.0
2016/05/10,5679.0,5705.6,5636.6,5650.0,12254.0,13901412200.0
2016/05/11,5711.0,5749.8,5613.6,5640.4,14334.0,16292598960.0
2016/05/12,5600.0,5682.0,5505.6,5670.0,14964.0,16772053920.0
2016/05/13,5649.0,5766.0,5620.0,5659.2,13460.0,15299906240.0
2016/05/16,5641.0,5785.0,5621.0,5772.2,13276.0,15155120160.0
2016/05/17,5784.2,5827.0,5715.2,5779.2,13270.0,15303684600.0
2016/05/18,5701.0,5730.0,5561.8,5632.8,11637.0,13146930560.0
2016/05/19,5449.8,5579.8,5449.8,5469.0,13199.0,14562389560.0
2016/05/20,5431.0,5586.2,5422.6,5562.8,15262.0,16867340880.0
2016/05/23,5586.6,5685.0,5586.6,5635.2,13848.0,15639636440.0
2016/05/24,5633.8,5646.4,5541.8,5598.6,14551.0,16258921800.0
2016/05/25,5665.0,5680.0,5550.0,5556.0,14251.0,15999525840.0
2016/05/26,5551.0,5627.8,5462.4,5627.8,17065.0,18893611120.0
2016/05/27,5617.8,5664.0,5574.0,5630.6,14549.0,16344616560.0
2016/05/30,5589.0,5676.8,5520.0,5611.0,15755.0,17673129920.0
2016/05/31,5630.0,5927.8,5630.0,5923.2,18925.0,21940169280.0
2016/06/01,5925.0,5965.6,5892.0,5899.8,13944.0,16535411880.0
2016/06/02,5908.0,5946.8,5896.2,5937.8,12429.0,14720281120.0
2016/06/03,5950.0,6019.4,5908.4,6003.6,15181.0,18095355760.0
2016/06/06,6020.0,6037.4,5956.2,5974.0,12536.0,15019460760.0
2016/06/07,5983.0,6017.6,5947.4,6016.6,12039.0,14400486880.0
2016/06/08,5998.0,6027.0,5931.6,5995.8,13144.0,15702541640.0
2016/06/13,5910.0,5977.8,5721.0,5732.0,15848.0,18670464000.0
2016/06/14,5740.0,5774.0,5689.0,5723.4,13728.0,15731952160.0
2016/06/15,5688.0,5963.8,5678.8,5920.0,13782.0,16149654440.0
2016/06/16,5920.2,5950.0,5883.2,5912.8,9201.0,10906129840.0
2016/06/17,5820.4,5916.0,5780.0,5810.6,14796.0,17328101760.0
2016/06/20,5820.0,5864.4,5725.2,5848.2,14283.0,16583675040.0
2016/06/21,5900.0,5969.6,5735.4,5777.6,16109.0,18884782120.0
2016/06/22,5759.8,5922.2,5756.6,5922.0,14943.0,17446525840.0
2016/06/23,5910.0,5918.0,5822.2,5888.0,13737.0,16138523760.0
2016/06/24,5871.0,5935.8,5653.6,5787.0,18967.0,22059019000.0
2016/06/27,5810.2,5977.4,5806.0,5965.2,15312.0,18072451800.0
2016/06/28,5945.0,6045.0,5924.4,6037.0,15062.0,18007613680.0
2016/06/29,6067.0,6077.0,6010.0,6050.4,12972.0,15671596760.0
2016/06/30,6045.0,6062.2,6021.2,6051.6,11598.0,14012596680.0
2016/07/01,6060.0,6107.0,6013.6,6039.8,13186.0,15977616480.0
2016/07/04,6011.0,6201.0,6011.0,6159.6,14960.0,18350744680.0
2016/07/05,6163.6,6219.8,6162.2,6202.4,11624.0,14394202960.0
2016/07/06,6193.4,6256.6,6165.8,6226.6,12366.0,15351344120.0
2016/07/07,6237.4,6293.8,6178.4,6279.4,14216.0,17726154120.0
2016/07/08,6261.4,6299.0,6226.0,6265.0,11802.0,14789074240.0
2016/07/11,6289.6,6356.8,6245.0,6248.0,13589.0,17129090480.0
2016/07/12,6261.2,6376.6,6220.2,6368.6,14918.0,18785946880.0
2016/07/13,6394.2,6453.0,6363.2,6416.4,12722.0,16321463240.0
2016/07/14,6409.8,6447.6,6405.6,6442.2,8080.0,10385199120.0
2016/07/15,6353.0,6368.6,6275.0,6319.0,10868.0,13734040640.0
2016/07/18,6298.6,6338.0,6252.2,6266.0,11932.0,15012662080.0
2016/07/19,6281.6,6299.6,6218.2,6272.8,12937.0,16215261360.0
2016/07/20,6294.0,6337.6,6263.8,6265.4,12788.0,16104046320.0
2016/07/21,6276.8,6378.0,6272.2,6310.0,13796.0,17445677720.0
2016/07/22,6299.0,6332.4,6259.0,6272.6,12238.0,15392775280.0
2016/07/25,6256.0,6326.0,6248.0,6290.4,11452.0,14402427960.0
2016/07/26,6286.2,6396.8,6286.2,6393.4,12105.0,15378603120.0
2016/07/27,6395.2,6416.4,6042.2,6104.2,18101.0,22580091120.0
2016/07/28,6120.2,6160.4,6060.2,6125.6,13897.0,17010401080.0
2016/07/29,6142.0,6154.4,6081.0,6103.0,11027.0,13503226520.0
2016/08/01,6088.0,6104.0,5960.2,6028.2,12872.0,15480902680.0
2016/08/02,6055.6,6100.0,6029.4,6083.0,10792.0,13084227840.0
2016/08/03,6072.8,6124.8,6063.0,6102.6,10729.0,13092177720.0
2016/08/04,6109.8,6166.6,6086.4,6164.8,10270.0,12593034320.0
2016/08/05,6155.8,6169.6,6128.8,6147.2,9936.0,12217914640.0
2016/08/08,6144.4,6248.6,6088.4,6248.2,12776.0,15774331040.0
2016/08/09,6247.8,6302.8,6237.4,6297.2,10365.0,13001084160.0
2016/08/10,6295.8,6321.4,6274.4,6286.2,9411.0,11850636480.0
2016/08/11,6279.6,6286.0,6193.0,6196.0,12373.0,15445430800.0
2016/08/12,6200.0,6295.6,6177.0,6260.4,12572.0,15642846200.0
2016/08/15,6285.2,6455.4,6263.0,6405.2,13954.0,17770043280.0
2016/08/16,6425.0,6480.0,6425.0,6458.2,10161.0,13129169360.0
2016/08/17,6448.0,6488.6,6431.0,6470.8,8868.0,11462167680.0
2016/08/18,6366.4,6424.0,6326.4,6379.8,9146.0,11686173000.0
2016/08/19,6386.2,6419.8,6345.0,6385.6,10250.0,13082418000.0
2016/08/22,6391.2,6428.0,6306.2,6320.6,10581.0,13464647160.0
2016/08/23,6334.8,6360.4,6234.2,6308.6,11066.0,13985943200.0
2016/08/24,6336.8,6364.4,6295.6,6314.2,10619.0,13440868000.0
2016/08/25,6279.8,6285.0,6188.0,6280.0,11643.0,14520323560.0
2016/08/26,6305.8,6379.4,6262.0,6279.2,11926.0,15086621160.0
2016/08/29,6279.2,6347.4,6279.0,6327.2,10281.0,12987679560.0
2016/08/30,6329.0,6377.0,6300.0,6330.0,10811.0,13690394680.0
2016/08/31,6326.8,6349.6,6272.0,6343.0,10943.0,13822037280.0
2016/09/01,6340.0,6357.0,6265.8,6279.0,9918.0,12548020880.0
2016/09/02,6273.2,6333.4,6251.0,6271.0,11016.0,13860467880.0
2016/09/05,6302.6,6357.0,6296.8,6309.2,10397.0,13148265760.0
2016/09/06,6312.8,6449.8,6251.0,6445.8,13791.0,17530645400.0
2016/09/07,6452.0,6477.0,6423.0,6429.0,10452.0,13491833680.0
2016/09/08,6430.0,6482.2,6430.0,6477.2,9125.0,11771379520.0
2016/09/09,6475.0,6487.2,6440.4,6445.0,9821.0,12696988360.0
2016/09/12,6340.0,6355.2,6252.6,6256.0,12212.0,15403472200.0
2016/09/13,6298.2,6313.0,6277.0,6292.2,9278.0,11679876120.0
2016/09/14,6271.4,6308.8,6260.0,6270.0,7367.0,9263480920.0
2016/09/19,6180.2,6228.8,6180.2,6223.8,9338.0,11602915040.0
2016/09/20,6223.6,6232.0,6200.4,6217.6,7581.0,9426120680.0
2016/09/21,6228.0,6268.0,6218.0,6248.2,8710.0,10878485880.0
2016/09/22,6280.0,6332.8,6280.0,6293.2,9687.0,12210262040.0
2016/09/23,6316.2,6316.2,6286.0,6298.6,7098.0,8941001920.0
2016/09/26,6288.6,6298.6,6185.2,6201.2,10152.0,12695791600.0
2016/09/27,6238.8,6251.0,6172.0,6245.6,9823.0,12201838000.0
